,id,amount_tsh,gps_height,region_code,district_code,population,public_meeting,permit,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_class,waterpoint_type_group,status_group
4275,51514,500.0,1563,11,4,80,1,0,2009,2,0,4,0,0,0,1,0
17748,42553,0.0,272,8,3,205,1,0,1979,3,0,1,1,1,0,0,0
21451,42413,500.0,329,5,1,150,1,1,2009,2,0,6,0,0,0,1,0
36058,71966,0.0,0,17,2,503,1,0,2001,2,0,3,0,1,0,1,2
15677,3147,0.0,0,1,1,839,1,0,1986,4,0,2,0,0,0,0,2
29995,5918,200.0,634,3,3,80,1,1,2005,0,0,6,0,1,0,0,1
27689,6388,25.0,710,3,4,50,1,1,2008,1,0,2,0,0,0,0,2
7934,44156,0.0,1047,11,5,6,1,0,2001,0,0,1,0,2,0,0,0
27198,66925,0.0,0,18,4,698,1,1,2004,2,0,2,0,0,0,1,2
12309,73823,0.0,0,17,1,476,1,0,1989,2,0,1,0,0,0,1,2
24898,28991,0.0,519,10,3,1,0,1,2013,0,0,3,0,2,0,0,0
35220,51343,0.0,1018,3,4,40,0,1,1974,0,0,3,0,1,0,0,2
45146,10904,0.0,1151,3,1,1,1,1,1984,0,2,1,0,1,0,0,0
35866,59696,0.0,0,14,5,454,1,1,1988,3,0,1,0,2,1,0,0
15706,41275,0.0,1409,16,1,120,1,0,2000,2,0,3,0,0,2,1,0
56943,25084,0.0,1715,11,4,350,1,1,2006,6,0,4,0,2,0,1,0
43339,7797,12000.0,1707,3,1,1,1,1,2009,0,2,6,0,1,0,0,2
6918,58567,0.0,0,4,7,1,1,0,1990,2,0,1,0,1,0,1,0
27540,42256,50.0,103,99,1,800,1,1,2011,4,0,2,0,1,0,0,0
12376,20301,50.0,-33,7,3,150,1,0,2000,4,0,2,1,0,0,0,2
13395,32275,200.0,359,5,2,260,1,1,2007,0,0,6,0,0,1,0,2
11315,72892,0.0,910,2,7,120,1,1,1974,0,0,3,0,1,0,0,0
55766,4859,0.0,760,5,6,1,1,1,1970,0,0,1,0,1,1,0,0
16188,71846,25.0,-26,9,5,210,0,0,1997,1,0,2,0,1,0,0,2
29950,31348,6000.0,1393,11,5,75,1,0,1999,2,0,0,0,0,1,0,2
42735,44549,0.0,0,18,30,516,1,0,2004,0,0,1,0,1,0,0,0
50237,43385,0.0,0,17,3,532,1,0,1998,3,0,1,0,0,0,2,2
3264,42440,0.0,0,12,3,361,1,1,1987,0,0,6,0,0,0,0,2
58053,2417,50.0,-41,99,1,600,1,1,2004,1,0,2,0,0,0,0,2
1282,65474,0.0,1588,3,4,55,1,1,1974,0,0,3,0,0,0,0,2
1441,24425,0.0,0,14,4,648,1,1,1998,2,0,1,0,0,0,1,2
11727,55256,0.0,413,80,53,650,0,1,1974,0,1,3,5,4,0,0,0
45311,43418,2000.0,1663,15,3,1,1,0,1983,3,0,0,4,0,0,2,0
6339,29596,0.0,54,60,43,100,1,0,2007,3,0,1,0,1,0,1,0
30136,31419,500.0,0,5,1,300,1,1,2005,2,0,6,0,1,0,1,2
11792,59019,0.0,0,19,4,488,1,1,1992,2,0,1,0,0,0,1,2
33967,47762,0.0,-30,6,6,80,1,0,1987,2,0,1,0,0,0,1,1
29652,40458,0.0,0,17,3,360,1,1,1986,2,0,1,0,0,0,1,2
53445,25877,0.0,0,17,3,413,1,1,1994,4,0,1,0,0,0,0,0
8717,68929,2400.0,1728,11,2,647,1,1,1986,2,0,0,0,0,0,1,2
41367,12251,0.0,0,1,3,520,1,0,1998,4,0,2,1,2,0,0,0
3035,69037,2000.0,995,10,2,714,1,1,2005,0,0,4,0,0,1,0,2
23652,66089,0.0,0,12,4,574,1,0,1999,0,3,3,0,0,0,0,2
14458,73999,2500.0,670,10,1,1,1,0,2001,2,0,0,0,0,0,1,2
15423,36699,0.0,0,18,2,417,1,1,2003,2,0,1,0,0,0,1,2
51284,51006,0.0,0,12,6,672,1,0,1991,3,0,4,0,1,0,2,0
460,6735,1500.0,1566,3,3,120,1,1,2010,0,0,0,0,1,0,0,2
6468,60470,0.0,1332,3,3,90,1,1,2002,0,0,1,0,1,0,0,2
36488,42934,500.0,1658,11,4,40,1,0,2006,0,0,6,0,0,0,0,2
37547,47517,0.0,1493,2,2,200,1,1,1970,1,0,1,0,0,0,2,0
14550,20053,20.0,768,3,6,44,1,1,2008,0,2,2,0,1,0,0,0
43995,37941,1200.0,1349,16,2,750,1,0,2006,0,0,0,0,1,1,0,2
16399,42607,0.0,0,18,4,620,1,1,2000,0,0,2,0,0,0,0,2
25399,23632,0.0,0,18,3,686,1,1,2006,0,0,1,0,0,0,0,0
14217,23295,200.0,2147,11,3,612,1,0,1974,0,0,4,0,0,0,0,2
3677,2115,0.0,1289,3,7,1,1,1,2001,0,0,6,0,0,0,0,2
903,36513,500.0,1307,10,3,60,0,1,2000,0,0,6,0,0,0,0,2
15102,54858,100.0,5,7,2,500,0,0,2000,1,3,2,0,0,0,0,2
45770,16102,0.0,287,5,4,1,1,1,1986,3,0,1,0,2,0,2,0
13493,50108,0.0,1557,13,2,1,1,0,1980,4,0,3,5,4,0,0,0
34379,19088,0.0,0,4,2,705,1,1,2008,2,0,1,0,0,0,1,2
27048,53581,0.0,102,5,2,300,1,1,1996,2,0,1,0,1,0,1,0
18238,45108,0.0,0,17,3,795,1,1,2001,3,2,3,2,1,0,2,2
6524,72011,0.0,1191,10,3,60,0,1,2012,0,0,3,0,2,0,0,0
35340,4487,0.0,1183,5,1,150,1,1,2006,0,0,1,0,0,0,0,0
23844,57387,0.0,0,12,7,634,1,1,2001,0,0,6,0,3,1,0,1
5973,36504,200.0,1255,4,1,1,1,1,2003,0,0,6,0,0,0,0,2
29265,20342,0.0,1929,15,3,180,0,0,1975,0,0,1,0,0,1,0,1
47481,27732,0.0,0,1,4,639,1,1,1994,5,0,2,0,1,0,0,1
50511,62185,200.0,332,4,2,50,1,0,2009,0,0,6,0,1,1,0,2
49383,47383,0.0,0,17,6,563,1,1,2006,2,0,1,0,0,0,1,2
17328,20483,20.0,1555,13,3,300,1,0,1993,2,0,2,1,1,0,1,2
17742,34680,0.0,1345,16,2,200,1,0,2010,0,1,1,0,0,1,0,1
45861,13296,0.0,0,17,3,338,1,1,1987,2,0,1,0,2,0,1,2
38324,68371,0.0,1386,16,1,240,1,0,2004,2,0,3,0,3,0,1,2
43047,26756,0.0,1674,2,5,210,1,1,1999,0,3,1,0,0,0,0,2
54526,16405,0.0,0,1,3,548,1,0,2003,1,0,2,1,2,0,0,0
12037,36641,0.0,1179,20,3,320,0,1,1967,0,0,1,0,0,1,0,1
23296,13522,0.0,0,17,3,497,1,1,2000,3,0,3,0,1,0,2,0
10970,44096,0.0,1356,20,2,300,0,0,1998,2,1,1,1,0,0,1,2
52003,68814,0.0,0,18,30,610,1,0,2000,0,0,1,0,0,0,2,2
34208,63831,0.0,197,99,1,420,1,1,2012,4,0,3,1,0,0,0,0
19989,29572,0.0,0,17,3,737,1,1,2006,3,0,3,2,3,0,2,0
46122,63016,0.0,0,17,2,349,1,0,1999,2,0,3,0,0,0,1,2
3701,22472,0.0,1266,20,2,40,0,0,2010,6,2,1,0,0,0,1,2
47023,31794,0.0,0,12,7,425,0,1,1998,0,0,1,0,3,1,0,2
23563,52307,0.0,300,5,4,100,1,1,1977,2,0,3,0,0,0,1,1
31406,6228,0.0,1779,21,2,236,1,1,2005,0,0,1,0,1,0,0,2
27147,57903,0.0,1811,2,2,150,1,1,1990,0,0,3,0,0,0,2,2
37259,56594,0.0,2141,11,3,546,1,0,1984,0,0,1,0,0,0,0,2
48754,72492,20.0,1268,3,7,1,1,1,2002,0,0,6,0,0,0,0,0
48285,3052,5000.0,884,3,2,70,1,0,2007,0,0,6,0,1,0,0,2
52307,9951,0.0,0,19,4,772,1,1,1999,2,0,1,0,0,0,1,2
57617,42900,0.0,33,60,43,463,1,0,2004,3,0,1,0,3,0,2,2
31159,21630,0.0,2149,11,4,20,1,1,2007,0,0,1,0,0,0,0,2
4884,28523,1200.0,1061,11,3,455,1,1,1990,0,0,0,0,0,0,0,2
46774,17069,0.0,354,4,6,200,1,0,1970,1,0,1,0,1,0,0,0
12561,34740,0.0,0,19,2,351,1,1,1994,0,0,1,0,1,1,0,0
50130,33540,0.0,0,14,5,430,1,1,1998,2,0,0,0,2,0,1,0
49529,46433,0.0,0,17,1,682,1,0,1984,2,0,1,0,0,0,1,2
50956,45527,500.0,302,5,4,500,1,1,2009,2,0,6,0,0,0,1,2
49794,54533,5000.0,1175,15,1,120,1,1,1986,2,0,0,0,1,0,1,2
35873,66955,0.0,1323,15,1,100,1,1,1990,2,0,1,5,2,0,1,0
53264,47717,0.0,0,18,1,327,1,1,1994,2,0,0,0,1,0,1,2
15382,70167,500.0,1491,11,4,20,1,1,1984,0,0,6,0,0,1,0,2
13526,20356,0.0,1320,16,1,200,1,0,2004,0,0,3,0,1,0,3,2
2024,49093,0.0,1562,21,2,608,1,1,2008,0,0,1,0,1,0,0,2
1412,43623,1200.0,925,10,2,549,1,1,2000,0,0,0,0,0,1,0,2
39916,70679,5000.0,1420,13,1,309,1,1,1993,2,0,0,0,0,0,1,2
46876,17952,20.0,13,60,53,1,0,1,2007,2,0,2,0,0,0,1,2
44434,30528,0.0,0,1,1,710,1,0,2007,0,0,1,0,0,0,0,0
29132,17805,0.0,1170,20,6,3500,1,0,2009,3,0,3,0,0,0,1,0
54928,19943,0.0,0,17,1,777,1,0,1995,2,0,1,0,0,0,0,1
7745,31534,0.0,531,5,1,250,1,1,1998,0,2,1,0,0,1,0,0
55093,10453,0.0,1515,2,2,150,1,1,1990,0,0,1,0,0,0,0,2
13572,69305,0.0,1437,2,7,68,1,1,1973,0,0,3,0,1,0,0,0
38700,48322,0.0,0,1,1,520,1,1,1988,2,0,1,4,0,0,1,1
9543,35628,0.0,0,19,5,634,1,1,1987,2,0,1,0,2,0,1,0
22418,2602,0.0,1476,16,1,350,1,1,2011,0,0,6,0,0,1,0,2
41297,31165,0.0,0,1,4,508,1,1,2008,4,0,3,0,2,0,0,0
37243,43464,0.0,0,19,2,648,1,1,2001,4,0,1,0,0,1,0,0
44123,17542,0.0,2153,11,4,35,1,0,2000,0,0,1,0,0,0,0,2
27536,65134,26000.0,1410,16,2,500,1,1,1996,0,2,6,0,0,1,0,2
5278,31042,0.0,0,17,2,685,1,0,2003,2,0,3,0,0,0,1,2
53679,63572,0.0,962,10,5,120,1,1,1978,0,0,1,0,2,1,0,0
41458,36541,0.0,2068,15,4,318,1,1,1985,3,0,1,0,2,1,0,0
5729,38478,0.0,1465,2,2,150,1,1,1998,0,3,3,0,0,0,0,2
39874,54229,4000.0,212,4,3,85,1,0,1971,1,0,6,1,1,1,0,0
34341,69104,0.0,0,18,2,523,1,1,1994,2,0,1,0,0,0,1,2
46609,67817,0.0,0,12,4,295,1,0,2006,0,3,3,0,0,0,0,0
42054,46252,500.0,1331,16,1,300,1,0,2003,0,0,4,0,0,1,0,1
11763,9317,0.0,1468,3,1,1,1,1,1980,0,2,6,0,1,0,0,0
16190,42446,0.0,1195,20,1,50,1,1,2009,2,0,3,0,0,0,1,0
5797,71424,20.0,977,2,2,200,1,1,1970,0,0,2,0,1,0,0,2
54452,57259,0.0,485,10,3,50,0,1,2013,0,0,1,0,0,0,0,2
10874,5637,0.0,1531,11,1,1,1,1,2008,0,0,1,0,3,0,0,2
52026,71491,0.0,464,8,3,103,1,0,1990,3,0,1,1,2,0,0,0
51492,30488,0.0,0,1,3,708,1,0,2005,0,0,1,0,1,0,0,2
7214,22593,0.0,332,8,3,280,1,0,1992,3,0,1,5,2,0,0,0
44930,59419,0.0,0,14,5,312,0,1,1993,2,1,1,0,0,0,1,2
31959,17396,0.0,0,18,30,756,1,0,1994,2,0,1,0,0,0,1,0
30124,71062,0.0,0,18,6,477,1,0,1990,0,0,1,0,0,1,0,2
36947,28700,20.0,1266,3,7,1,1,1,2008,0,0,6,0,0,0,0,2
20549,9708,0.0,0,18,4,512,1,1,1988,2,0,1,0,0,0,1,2
41824,28256,0.0,0,12,7,834,1,1,1992,0,0,6,0,3,1,0,2
3964,4069,1200.0,2296,11,3,510,1,0,2002,0,0,0,0,0,0,0,2
21012,67828,0.0,0,17,3,497,1,1,2006,3,0,3,2,2,0,2,0
10890,56130,0.0,0,14,1,510,0,1,2001,4,0,1,0,1,1,0,0
53474,19609,0.0,-31,6,4,936,1,0,2006,2,0,1,0,1,0,1,2
17770,46782,0.0,0,12,4,426,1,0,1999,0,0,1,0,0,0,0,2
37348,27512,0.0,1376,20,2,1200,1,0,1997,2,0,1,0,1,0,1,0
41199,41465,0.0,1370,16,1,200,0,0,1993,0,1,3,5,4,0,0,0
55990,7822,0.0,1042,3,4,1,1,1,1978,0,0,1,0,1,0,0,0
26224,57268,0.0,38,7,2,450,0,0,2000,1,0,3,5,4,0,2,0
2513,18766,1000.0,1525,13,2,400,1,0,1990,2,0,0,0,1,0,1,2
1211,59420,0.0,0,4,8,30,1,1,1982,0,0,1,4,0,2,0,2
32691,39503,0.0,1996,11,4,32,1,0,2008,6,0,1,0,0,0,1,0
40854,13563,0.0,1159,2,7,350,1,1,2008,0,2,3,0,0,0,0,2
39997,3132,500.0,1379,5,1,100,1,1,1967,0,0,6,0,0,0,0,2
14891,48734,0.0,302,5,4,400,1,1,2010,2,1,1,0,0,0,1,2
45336,57752,5.0,1179,3,4,150,1,1,2007,0,0,2,0,0,1,0,2
12853,14660,0.0,0,19,4,579,1,1,1997,3,0,0,0,0,0,2,0
37288,14629,0.0,1734,11,4,36,1,0,2006,1,0,1,0,1,0,0,0
29419,13915,0.0,0,17,2,615,1,0,1987,2,0,3,0,0,0,1,2
14219,31346,0.0,0,17,8,657,1,1,1992,0,0,2,0,1,1,0,0
10280,40096,0.0,1041,10,5,467,1,1,2012,2,3,1,0,0,0,1,2
27180,22519,0.0,304,4,6,200,1,0,2001,3,0,1,0,0,0,1,0
15095,47892,0.0,0,18,4,322,1,1,2004,2,0,6,0,0,0,1,2
8669,59426,0.0,20,80,13,423,1,1,1985,3,0,1,0,0,0,2,0
38424,33776,500.0,1774,11,4,75,1,1,1978,0,0,6,0,1,1,0,2
29615,30084,0.0,2056,2,5,220,1,0,2011,0,3,1,0,3,0,0,2
32757,74189,2000.0,907,10,2,200,1,1,2007,0,0,0,0,0,1,0,2
4202,14078,0.0,1347,20,4,30,0,1,2010,0,3,3,0,0,1,0,2
51295,5119,0.0,0,19,4,569,0,1,1984,2,0,1,5,0,0,1,0
54508,65537,0.0,0,1,3,341,1,0,2006,0,0,2,1,2,0,0,0
36904,26632,0.0,277,5,1,160,1,1,1982,2,0,1,0,0,0,1,2
16052,71511,0.0,0,14,1,810,1,0,1986,3,0,1,0,0,0,2,2
55485,20479,0.0,1854,15,4,300,1,0,1981,0,0,1,0,2,1,0,0
51824,67778,500.0,455,5,1,60,1,1,1995,3,0,6,0,0,0,2,0
25450,23298,0.0,0,18,8,524,1,1,1993,2,0,0,0,1,0,1,2
52669,2468,0.0,0,19,6,778,1,1,1994,2,0,3,5,2,0,1,0
42749,31283,0.0,0,19,6,703,1,1,2001,2,0,4,0,1,0,1,2
6728,40586,0.0,0,17,6,389,1,1,1996,2,0,1,0,1,0,1,2
12691,36812,0.0,0,19,7,393,0,1,1989,5,0,1,0,0,0,0,2
22748,42637,1000.0,1430,13,1,320,1,1,1990,2,0,4,0,0,0,1,2
34727,58891,0.0,1401,2,6,6000,1,0,2005,0,0,4,0,0,0,4,2
15222,73797,0.0,119,60,53,1,1,1,1973,0,0,1,0,0,0,0,0
18921,22743,0.0,1229,20,4,280,1,1,2011,3,0,3,5,4,0,2,0
58192,34144,500.0,2376,11,3,339,1,0,2008,0,0,4,0,0,0,0,2
43544,40200,0.0,1522,13,2,1,1,0,1990,2,0,1,0,1,0,1,2
51296,58065,0.0,0,19,5,694,1,1,1999,2,0,3,0,0,0,1,0
36250,3428,0.0,383,4,1,1,1,1,1976,0,0,1,0,0,0,0,0
19104,64831,0.0,908,16,3,320,1,1,1992,0,0,3,0,0,0,0,1
36356,28442,0.0,0,12,6,524,1,0,1989,2,0,4,0,0,0,1,0
35921,36367,12000.0,1021,10,2,1250,1,1,2002,0,0,0,0,0,1,0,2
11061,47197,0.0,1785,15,4,623,1,1,1982,0,0,1,0,0,1,0,2
311,17668,0.0,0,12,2,396,1,1,2004,0,0,0,0,2,1,0,0
35595,59867,0.0,1355,20,2,100,1,0,1997,0,0,1,0,3,1,1,0
46799,55880,5000.0,1380,11,5,83,1,0,2009,0,0,0,0,0,0,0,2
32545,18728,0.0,0,12,2,300,1,1,2002,0,0,4,0,0,1,0,2
34782,27147,0.0,0,18,4,482,1,1,1994,0,0,1,0,0,0,0,2
58311,65660,0.0,1136,10,4,1000,1,1,2009,0,0,1,0,0,1,0,2
32315,73932,0.0,0,19,2,643,1,1,1987,2,0,1,0,1,0,1,0
20505,72821,0.0,1455,11,4,75,1,1,1978,0,0,4,0,0,1,0,1
47750,3363,0.0,1190,20,4,250,0,0,1995,3,0,3,1,2,0,2,0
39089,64443,1200.0,1793,11,1,420,1,1,2008,2,0,0,0,0,0,1,2
14806,4215,0.0,1457,15,3,1,1,0,1984,3,0,3,5,4,0,1,0
26047,13004,3000.0,1168,20,6,356,1,0,1985,1,0,6,0,0,1,0,0
54299,35364,0.0,2088,11,5,76,1,0,2010,0,0,4,0,0,0,0,2
47355,66527,0.0,136,80,13,280,0,1,2012,1,0,1,1,0,0,0,0
20327,17864,0.0,0,18,2,430,1,1,2002,0,0,1,0,0,0,3,2
12461,15472,0.0,1645,2,2,200,1,1,2005,0,0,3,0,1,0,0,2
22834,24635,500.0,791,10,5,360,1,0,2007,2,0,6,0,1,0,1,2
4215,68302,0.0,1451,3,1,1,1,1,2003,0,2,6,0,1,0,0,0
28099,37695,0.0,121,80,53,1350,1,0,2002,2,0,1,1,0,0,1,2
40361,40148,30.0,511,90,33,400,1,0,1988,1,0,2,0,1,0,0,2
42112,22403,0.0,1465,16,1,200,1,1,2011,0,0,3,0,0,1,0,2
29384,26625,0.0,1308,3,7,1,1,1,2002,0,0,6,0,0,0,0,2
5161,38881,0.0,257,5,3,170,1,1,2000,2,0,1,0,1,0,1,2
32289,64489,0.0,0,12,3,660,1,1,1999,0,0,1,0,2,0,0,0
25151,7692,0.0,0,14,6,822,1,1,1986,1,0,1,0,3,1,0,0
7023,437,0.0,276,80,53,1230,1,0,1980,3,0,1,0,2,0,2,0
27895,22844,0.0,0,17,3,500,1,1,1993,2,0,3,2,0,0,1,2
51163,33338,0.0,273,5,3,1800,1,1,1998,0,0,1,0,1,1,0,1
57315,40662,0.0,0,17,6,799,1,1,1997,2,0,1,0,1,0,1,2
8466,15396,1000.0,264,5,3,1000,1,1,1984,2,0,4,0,1,0,1,0
36959,16354,0.0,0,1,3,739,1,0,2004,0,0,1,0,0,0,0,2
9357,57818,0.0,1478,3,3,30,1,1,1995,0,0,1,0,0,0,0,2
34156,19039,0.0,0,14,2,537,1,0,2003,3,1,3,0,0,1,0,2
54392,7028,250.0,1221,16,2,420,1,1,1999,0,0,6,0,0,1,0,1
36439,34615,1000.0,1322,13,2,135,1,1,2003,2,0,4,0,1,0,1,2
48760,52938,300.0,833,3,2,100,1,0,1992,0,0,6,0,0,0,0,2
37532,12408,0.0,1236,3,7,1,1,1,2002,0,0,6,0,0,0,0,2
328,17861,200.0,482,10,3,86,1,1,2008,0,0,6,0,0,0,0,2
39220,11189,0.0,0,17,3,840,1,1,1993,2,0,3,0,0,0,1,2
20700,58638,0.0,0,14,1,589,0,0,1986,3,0,1,0,3,0,2,0
56001,28168,10.0,1133,2,7,130,1,1,2003,0,0,2,0,1,1,0,2
29500,18902,20.0,385,5,6,1,0,1,2009,1,2,2,1,1,0,0,0
18446,2265,0.0,1274,16,1,350,1,0,2009,2,0,3,0,0,0,1,2
42115,69934,1000.0,1069,10,2,483,1,1,2012,6,0,6,0,3,0,1,2
48875,36649,100.0,376,8,3,350,1,0,2011,4,0,2,1,0,0,0,0
51564,55621,2400.0,1635,11,2,616,1,1,1998,0,0,0,0,1,0,0,0
19222,48856,0.0,0,12,6,618,0,0,1995,2,0,1,0,3,0,1,0
33205,48416,0.0,1658,20,2,760,0,1,1995,2,0,1,0,1,0,1,2
29220,71921,0.0,0,14,3,326,1,1,1993,4,0,1,0,0,0,0,0
48414,62313,10000.0,1391,11,5,680,1,0,2001,0,0,6,0,0,1,0,2
54984,35424,0.0,275,5,1,190,1,1,2006,2,0,1,4,0,0,1,0
55467,60242,1000.0,877,10,2,590,1,1,1986,0,0,0,0,0,1,0,2
58202,73959,0.0,521,5,6,1,1,1,1970,3,0,1,1,1,0,2,0
53980,63834,0.0,351,5,2,250,1,1,2001,2,0,4,0,0,0,1,2
4508,60910,0.0,382,8,3,350,1,0,1981,3,0,1,5,2,0,2,0
9934,72804,0.0,0,14,1,695,1,0,2003,2,0,0,1,0,0,1,2
24295,61014,0.0,1297,3,3,420,1,1,2012,0,0,1,0,1,0,0,2
10293,7661,0.0,0,4,8,500,1,1,2004,0,2,1,0,3,2,0,2
29513,45418,0.0,1526,13,2,200,1,0,1990,2,0,1,0,1,0,1,2
27393,45672,20.0,257,6,1,30,0,1,2008,1,0,2,0,0,1,0,2
51442,51551,0.0,0,17,1,834,0,0,2002,2,0,1,0,2,0,1,1
33970,8607,0.0,0,17,6,432,1,1,1986,2,0,1,0,0,0,1,2
6692,41501,0.0,0,19,7,409,0,1,1990,3,0,1,2,0,0,2,0
47368,10577,0.0,0,19,4,834,1,1,1993,4,0,2,0,0,0,0,2
42779,52885,0.0,0,17,6,769,1,1,2000,2,0,1,0,2,0,1,0
53266,50317,0.0,0,1,6,620,1,1,2006,2,0,1,0,0,0,1,2
21858,20320,0.0,0,17,3,687,1,1,2008,4,3,1,0,1,0,0,0
50217,66135,0.0,323,5,4,1,1,1,1996,0,0,1,0,2,1,0,0
49340,42853,3600.0,923,3,2,100,1,0,1992,0,0,0,0,1,0,0,1
12023,30746,0.0,1295,2,5,450,1,1,2003,0,0,1,0,1,0,0,2
41573,12907,0.0,0,12,7,297,1,1,1993,0,0,1,4,3,1,0,1
11333,49620,0.0,0,17,3,501,1,0,1998,2,0,1,0,1,0,1,2
10436,29186,2000.0,1554,11,7,10,1,1,2001,0,0,0,0,0,0,0,2
57553,9115,100.0,2153,11,3,375,1,0,1989,0,0,6,0,0,0,0,0
38505,59003,30.0,0,5,1,500,1,1,1984,3,0,2,1,1,0,2,0
30555,69330,10.0,1369,24,30,500,1,1,1994,0,0,2,0,3,1,0,2
40525,22724,4000.0,2116,11,4,350,1,0,2000,0,0,0,0,0,0,0,2
2713,20411,20.0,884,3,6,17,1,1,2008,0,2,2,0,1,0,0,0
9123,32114,0.0,342,5,6,50,1,1,1996,2,0,1,1,1,0,2,1
21034,28885,0.0,0,19,2,308,1,1,1992,3,0,1,0,1,0,2,0
30843,13335,0.0,1793,11,4,65,1,0,1976,0,0,1,0,0,0,0,0
3890,6260,0.0,0,19,5,715,1,1,1991,2,0,1,0,0,0,1,0
52818,8370,0.0,0,4,8,51,1,1,1971,0,0,1,0,1,0,0,2
23132,23320,0.0,0,12,4,455,1,0,1989,0,0,1,0,0,0,0,2
42628,18991,0.0,0,19,7,422,0,1,2000,2,0,1,5,4,0,1,2
58059,2469,0.0,1163,19,1,300,1,1,1996,3,0,1,0,1,0,1,0
5811,10883,0.0,15,80,13,890,0,1,2012,2,0,1,0,1,0,1,2
17380,27834,30.0,1590,13,2,1,1,0,2000,1,0,2,0,1,0,0,2
42003,56707,0.0,0,12,6,776,1,0,2003,2,0,1,0,0,0,1,0
58298,14332,0.0,1525,13,2,1,1,0,1990,3,0,3,5,2,0,2,0
37554,46182,0.0,1681,11,5,75,1,0,2011,0,0,4,0,0,0,0,2
29560,57807,0.0,1441,2,7,350,1,1,2010,0,0,3,0,0,0,0,2
45364,35457,0.0,0,17,7,712,0,0,2007,6,3,1,0,0,1,0,1
31417,37013,0.0,948,3,2,600,1,0,2002,0,0,1,0,1,0,2,0
17365,70218,2000.0,1592,11,4,1,1,0,2008,0,0,0,0,0,0,0,2
5047,8084,0.0,-31,6,4,1,1,0,2004,2,0,1,1,0,0,1,2
9691,5742,0.0,1347,2,3,750,1,0,2010,2,2,1,0,0,0,1,2
6464,14290,0.0,0,17,1,433,1,0,2003,2,0,4,0,1,0,1,1
38603,33900,50.0,1443,2,2,200,1,1,2000,0,0,2,0,0,0,0,2
23899,27250,0.0,0,18,2,797,1,1,1991,0,0,1,0,0,0,0,1
57483,14837,0.0,1497,13,4,86,1,1,2005,2,0,1,0,0,0,1,2
45253,10313,0.0,43,6,2,50,1,1,2008,3,0,1,0,1,1,2,0
32629,16135,0.0,1667,11,4,50,1,1,1978,0,0,4,0,1,1,0,1
17674,36628,0.0,30,6,4,200,1,0,2004,2,0,1,0,3,0,1,2
53945,22404,0.0,264,5,3,200,1,1,2010,0,0,1,0,1,1,0,2
38845,60854,0.0,1251,4,1,1,1,1,2008,0,0,1,0,0,0,0,2
3811,10945,20.0,293,6,1,40,1,1,2003,1,0,2,0,0,1,0,2
39633,14267,0.0,0,12,4,325,1,0,1999,0,0,1,0,0,0,0,0
47831,18290,1000.0,1462,13,1,219,1,1,2003,2,0,6,0,0,0,1,2
1252,50957,0.0,0,17,1,436,0,0,1999,2,0,1,1,1,0,1,0
30702,19741,0.0,1733,2,6,280,1,1,2011,0,0,4,0,1,1,0,2
55724,9837,0.0,174,4,3,80,1,0,2009,0,0,1,0,1,0,0,2
41183,65153,0.0,0,12,7,703,1,1,2008,0,0,6,0,1,1,0,2
36589,46314,0.0,1290,16,1,350,1,0,2000,2,0,3,0,2,0,1,0
9168,16660,0.0,0,14,1,618,0,0,1999,3,0,1,0,2,0,1,0
24701,67242,500.0,1673,11,4,250,1,0,2009,0,0,6,0,0,0,0,0
27200,62530,0.0,1142,20,3,350,0,1,1970,0,0,3,0,0,1,0,2
31157,67649,0.0,1940,11,4,350,1,1,2008,2,0,1,0,2,0,1,0
25935,52582,50.0,1221,20,4,250,1,1,1978,0,0,2,0,0,1,0,0
25744,50137,5000.0,1885,11,4,150,1,1,1993,0,0,0,0,0,1,0,2
21679,21415,200.0,693,3,3,300,1,1,2010,0,0,6,0,0,0,0,2
14835,8574,5.0,1483,24,30,100,1,1,2002,0,0,2,0,0,1,0,2
37666,52963,0.0,29,7,2,1,0,0,2010,3,3,1,0,0,0,2,0
26236,38980,2400.0,1622,11,2,428,1,1,2002,0,0,0,0,0,0,0,2
4104,67386,300.0,891,10,5,90,1,1,2011,0,0,6,0,1,1,0,2
58273,8344,500.0,1249,20,2,1000,1,1,2011,2,0,6,1,0,0,1,2
31242,543,0.0,1283,3,3,20,1,1,2002,0,0,1,0,1,0,0,2
47718,56034,0.0,0,14,1,353,0,1,2003,1,0,2,2,0,0,0,2
3112,72570,0.0,67,6,4,400,1,0,2007,2,0,1,0,0,0,1,2
4474,31542,30.0,347,4,6,340,1,1,2003,1,0,2,0,0,1,0,2
30682,47551,0.0,0,12,4,490,1,0,1984,0,0,1,0,1,0,0,0
18434,21965,500.0,1476,11,4,112,1,1,1978,0,0,6,0,0,1,0,2
56917,1395,30.0,39,4,5,4000,0,0,2006,2,0,2,1,0,0,1,2
5792,22652,0.0,0,18,1,485,1,1,1986,0,0,0,0,0,0,0,2
5148,38737,500.0,284,5,4,57,1,1,2004,2,0,6,0,0,0,1,2
51686,49255,5.0,1017,3,5,60,1,1,1999,0,0,2,0,0,0,0,2
7142,46873,0.0,428,9,4,1,1,1,1982,1,0,1,0,3,0,0,2
49006,69985,0.0,0,17,5,620,1,1,1993,2,0,3,0,1,0,1,2
